シーズン,日付,ゲームタイプ,球団,ホーム・ビジター,結果,スコア,対戦球団,R,H,E,ボックススコア,回戦,球場,試合開始,試合時間,入場者,GameID
2025,2025-08-26,公式戦,埼玉西武ライオンズ,ホーム,T,2,北海道日本ハムファイターズ,2,8,0,"0,0,0,0,0,0,2,0,0,0,0,0",18,ベルーナドーム,18:00,04:16,27662,GAME20250826SLNF0680
2025,2025-08-27,公式戦,東京ヤクルトスワローズ,ビジター,L,0,中日ドラゴンズ,0,3,0,"0,0,0,0,0,0,0,0,0",18,バンテリンドーム,18:00,02:28,36279,GAME20250827CDYS0683
2025,2025-08-27,公式戦,中日ドラゴンズ,ホーム,W,3,東京ヤクルトスワローズ,3,5,0,"0,0,1,0,1,1,0,0,x",18,バンテリンドーム,18:00,02:28,36279,GAME20250827CDYS0683
2025,2025-08-27,公式戦,阪神タイガース,ビジター,W,2,横浜DeNAベイスターズ,2,9,0,"0,0,0,2,0,0,0,0,0",18,横　浜,17:46,03:13,33509,GAME20250827DBHT0682
2025,2025-08-27,公式戦,横浜DeNAベイスターズ,ホーム,L,1,阪神タイガース,1,3,2,"0,0,0,0,0,1,0,0,0",18,横　浜,17:46,03:13,33509,GAME20250827DBHT0682
2025,2025-08-27,公式戦,読売ジャイアンツ,ビジター,L,2,広島東洋カープ,2,5,1,"0,0,0,0,0,2,0,0,0",18,マツダスタジアム,19:00,02:58,28043,GAME20250827HCYG0684
2025,2025-08-27,公式戦,広島東洋カープ,ホーム,W,3,読売ジャイアンツ,3,8,1,"0,0,0,0,3,0,0,0,x",18,マツダスタジアム,19:00,02:58,28043,GAME20250827HCYG0684
2025,2025-08-27,公式戦,千葉ロッテマリーンズ,ビジター,W,6,オリックス・バファローズ,6,13,0,"4,1,0,0,0,0,1,0,0",20,ほっと神戸,18:01,03:06,32532,GAME20250827OBLM0681
2025,2025-08-27,公式戦,オリックス・バファローズ,ホーム,L,1,千葉ロッテマリーンズ,1,7,1,"0,1,0,0,0,0,0,0,0",20,ほっと神戸,18:01,03:06,32532,GAME20250827OBLM0681
2025,2025-08-27,公式戦,福岡ソフトバンクホークス,ビジター,W,3,東北楽天ゴールデンイーグルス,3,9,0,"0,1,0,2,0,0,0,0,0",19,秋　田,18:01,03:19,11107,GAME20250827RESH0685
2025,2025-08-27,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,1,福岡ソフトバンクホークス,1,9,1,"0,0,0,0,0,0,1,0,0",19,秋　田,18:01,03:19,11107,GAME20250827RESH0685
2025,2025-08-27,公式戦,北海道日本ハムファイターズ,ビジター,L,2,埼玉西武ライオンズ,2,7,0,"0,0,2,0,0,0,0,0,0",19,ベルーナドーム,18:00,03:05,27141,GAME20250827SLNF0686
2025,2025-08-27,公式戦,埼玉西武ライオンズ,ホーム,W,3,北海道日本ハムファイターズ,3,9,0,"0,0,2,1,0,0,0,0,x",19,ベルーナドーム,18:00,03:05,27141,GAME20250827SLNF0686
2025,2025-08-28,公式戦,東京ヤクルトスワローズ,ビジター,L,3,中日ドラゴンズ,3,7,0,"1,0,0,0,0,1,1,0,0",19,バンテリンドーム,18:00,03:22,36270,GAME20250828CDYS0688
2025,2025-08-28,公式戦,中日ドラゴンズ,ホーム,W,4,東京ヤクルトスワローズ,4,6,0,"2,0,0,0,0,0,2,0,x",19,バンテリンドーム,18:00,03:22,36270,GAME20250828CDYS0688
2025,2025-08-28,公式戦,阪神タイガース,ビジター,L,4,横浜DeNAベイスターズ,4,9,0,"2,0,0,0,0,0,0,0,2",19,横　浜,17:45,02:54,33567,GAME20250828DBHT0687
2025,2025-08-28,公式戦,横浜DeNAベイスターズ,ホーム,W,5,阪神タイガース,5,9,1,"0,2,0,1,0,2,0,0,x",19,横　浜,17:45,02:54,33567,GAME20250828DBHT0687
2025,2025-08-28,公式戦,読売ジャイアンツ,ビジター,L,3,広島東洋カープ,3,6,1,"0,2,0,0,0,1,0,0,0",19,マツダスタジアム,18:02,03:07,29541,GAME20250828HCYG0689
2025,2025-08-28,公式戦,広島東洋カープ,ホーム,W,8,読売ジャイアンツ,8,16,0,"1,4,0,0,0,1,2,0,x",19,マツダスタジアム,18:02,03:07,29541,GAME20250828HCYG0689
2025,2025-08-29,公式戦,中日ドラゴンズ,ビジター,W,9,横浜DeNAベイスターズ,9,16,0,"0,0,0,1,0,2,3,0,3",21,横　浜,18:00,03:43,33313,GAME20250829DBCD0690
2025,2025-08-29,公式戦,横浜DeNAベイスターズ,ホーム,L,8,中日ドラゴンズ,8,9,1,"0,3,0,0,0,0,1,2,2",21,横　浜,18:00,03:43,33313,GAME20250829DBCD0690
2025,2025-08-29,公式戦,読売ジャイアンツ,ビジター,W,4,阪神タイガース,4,8,0,"0,0,0,1,0,3,0,0,0",22,甲子園,18:01,03:26,42642,GAME20250829HTYG0694
2025,2025-08-29,公式戦,阪神タイガース,ホーム,L,3,読売ジャイアンツ,3,9,0,"0,0,0,0,1,0,0,2,0",22,甲子園,18:01,03:26,42642,GAME20250829HTYG0694
2025,2025-08-29,公式戦,福岡ソフトバンクホークス,ビジター,W,3,千葉ロッテマリーンズ,3,9,1,"0,1,2,0,0,0,0,0,0",21,ZOZOマリン,18:00,02:57,26825,GAME20250829LMSH0692
2025,2025-08-29,公式戦,千葉ロッテマリーンズ,ホーム,L,1,福岡ソフトバンクホークス,1,5,0,"0,0,0,1,0,0,0,0,0",21,ZOZOマリン,18:00,02:57,26825,GAME20250829LMSH0692
2025,2025-08-29,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,0,北海道日本ハムファイターズ,0,6,0,"0,0,0,0,0,0,0,0,0",21,エスコンＦ,18:02,03:02,31011,GAME20250829NFRE0693
2025,2025-08-29,公式戦,北海道日本ハムファイターズ,ホーム,W,5,東北楽天ゴールデンイーグルス,5,8,0,"0,0,0,0,0,4,1,0,x",21,エスコンＦ,18:02,03:02,31011,GAME20250829NFRE0693
2025,2025-08-29,公式戦,オリックス・バファローズ,ビジター,W,8,埼玉西武ライオンズ,8,9,0,"0,3,0,3,0,0,1,0,1",20,ベルーナドーム,18:01,03:06,27591,GAME20250829SLOB0695
2025,2025-08-29,公式戦,埼玉西武ライオンズ,ホーム,L,1,オリックス・バファローズ,1,7,0,"0,0,1,0,0,0,0,0,0",20,ベルーナドーム,18:01,03:06,27591,GAME20250829SLOB0695
2025,2025-08-29,公式戦,広島東洋カープ,ビジター,W,4,東京ヤクルトスワローズ,4,7,0,"0,1,0,2,0,1,0,0,0",17,神　宮,18:00,02:33,26773,GAME20250829YSHC0691
2025,2025-08-29,公式戦,東京ヤクルトスワローズ,ホーム,L,2,広島東洋カープ,2,3,1,"0,0,0,0,0,0,1,0,1",17,神　宮,18:00,02:33,26773,GAME20250829YSHC0691
2025,2025-08-30,公式戦,中日ドラゴンズ,ビジター,W,9,横浜DeNAベイスターズ,9,10,0,"2,0,0,0,0,1,0,2,0,0,4",22,横　浜,18:01,04:10,33496,GAME20250830DBCD0696
2025,2025-08-30,公式戦,横浜DeNAベイスターズ,ホーム,L,7,中日ドラゴンズ,7,10,2,"2,0,1,0,0,0,0,2,0,0,2",22,横　浜,18:01,04:10,33496,GAME20250830DBCD0696
2025,2025-08-30,公式戦,読売ジャイアンツ,ビジター,L,2,阪神タイガース,2,10,0,"0,1,0,0,1,0,0,0,0",23,甲子園,18:01,03:54,42643,GAME20250830HTYG0700
2025,2025-08-30,公式戦,阪神タイガース,ホーム,W,3,読売ジャイアンツ,3,8,1,"1,0,1,0,1,0,0,0,x",23,甲子園,18:01,03:54,42643,GAME20250830HTYG0700
2025,2025-08-30,公式戦,福岡ソフトバンクホークス,ビジター,L,4,千葉ロッテマリーンズ,4,10,1,"1,0,2,0,1,0,0,0,0",22,ZOZOマリン,18:00,03:18,26351,GAME20250830LMSH0698
2025,2025-08-30,公式戦,千葉ロッテマリーンズ,ホーム,W,6,福岡ソフトバンクホークス,6,10,1,"0,0,0,1,0,4,0,1,x",22,ZOZOマリン,18:00,03:18,26351,GAME20250830LMSH0698
2025,2025-08-30,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,6,北海道日本ハムファイターズ,6,11,0,"1,0,2,0,1,0,1,1,0",22,エスコンＦ,14:00,03:26,33582,GAME20250830NFRE0699
2025,2025-08-30,公式戦,北海道日本ハムファイターズ,ホーム,L,2,東北楽天ゴールデンイーグルス,2,7,0,"2,0,0,0,0,0,0,0,0",22,エスコンＦ,14:00,03:26,33582,GAME20250830NFRE0699
2025,2025-08-30,公式戦,オリックス・バファローズ,ビジター,W,7,埼玉西武ライオンズ,7,8,0,"0,0,3,0,1,0,0,3,0",21,ベルーナドーム,17:00,03:15,27435,GAME20250830SLOB0701
2025,2025-08-30,公式戦,埼玉西武ライオンズ,ホーム,L,1,オリックス・バファローズ,1,9,0,"0,0,0,0,0,0,1,0,0",21,ベルーナドーム,17:00,03:15,27435,GAME20250830SLOB0701
2025,2025-08-30,公式戦,広島東洋カープ,ビジター,L,4,東京ヤクルトスワローズ,4,10,0,"0,2,0,0,0,0,0,0,2",18,神　宮,18:01,02:52,28208,GAME20250830YSHC0697
2025,2025-08-30,公式戦,東京ヤクルトスワローズ,ホーム,W,5,広島東洋カープ,5,9,0,"0,1,3,0,0,0,0,1,x",18,神　宮,18:01,02:52,28208,GAME20250830YSHC0697
2025,2025-08-31,公式戦,中日ドラゴンズ,ビジター,L,0,横浜DeNAベイスターズ,0,5,0,"0,0,0,0,0,0,0,0,0",23,横　浜,18:01,03:04,33052,GAME20250831DBCD0702
2025,2025-08-31,公式戦,横浜DeNAベイスターズ,ホーム,W,2,中日ドラゴンズ,2,4,0,"1,0,0,0,0,0,1,0,x",23,横　浜,18:01,03:04,33052,GAME20250831DBCD0702
2025,2025-08-31,公式戦,読売ジャイアンツ,ビジター,L,4,阪神タイガース,4,13,0,"0,0,0,0,0,0,3,0,1",24,甲子園,18:01,03:18,42641,GAME20250831HTYG0706
2025,2025-08-31,公式戦,阪神タイガース,ホーム,W,5,読売ジャイアンツ,5,11,0,"0,0,1,0,0,0,4,0,x",24,甲子園,18:01,03:18,42641,GAME20250831HTYG0706
2025,2025-08-31,公式戦,福岡ソフトバンクホークス,ビジター,L,3,千葉ロッテマリーンズ,3,14,0,"0,1,0,0,0,1,0,1,0",23,ZOZOマリン,16:00,03:17,28025,GAME20250831LMSH0704
2025,2025-08-31,公式戦,千葉ロッテマリーンズ,ホーム,W,4,福岡ソフトバンクホークス,4,11,0,"0,1,2,1,0,0,0,0,x",23,ZOZOマリン,16:00,03:17,28025,GAME20250831LMSH0704
2025,2025-08-31,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,1,北海道日本ハムファイターズ,1,8,0,"0,0,0,0,0,0,0,0,0,0,1",23,エスコンＦ,13:00,04:00,33022,GAME20250831NFRE0705
2025,2025-08-31,公式戦,北海道日本ハムファイターズ,ホーム,L,0,東北楽天ゴールデンイーグルス,0,6,0,"0,0,0,0,0,0,0,0,0,0,0",23,エスコンＦ,13:00,04:00,33022,GAME20250831NFRE0705
2025,2025-08-31,公式戦,オリックス・バファローズ,ビジター,W,4,埼玉西武ライオンズ,4,13,0,"0,0,0,1,1,0,0,0,2",22,ベルーナドーム,17:00,03:36,25382,GAME20250831SLOB0707
2025,2025-08-31,公式戦,埼玉西武ライオンズ,ホーム,L,1,オリックス・バファローズ,1,13,1,"0,0,0,0,1,0,0,0,0",22,ベルーナドーム,17:00,03:36,25382,GAME20250831SLOB0707
2025,2025-08-31,公式戦,広島東洋カープ,ビジター,L,4,東京ヤクルトスワローズ,4,13,0,"0,1,1,0,1,0,0,1,0",19,神　宮,17:00,03:34,26547,GAME20250831YSHC0703
2025,2025-08-31,公式戦,東京ヤクルトスワローズ,ホーム,W,7,広島東洋カープ,7,16,0,"0,3,0,2,1,0,1,0,x",19,神　宮,17:00,03:34,26547,GAME20250831YSHC0703
2025,2025-09-02,公式戦,阪神タイガース,ビジター,W,5,中日ドラゴンズ,5,6,0,"0,0,4,0,0,0,1,0,0",18,バンテリンドーム,18:00,03:18,36148,GAME20250902CDHT0710
2025,2025-09-02,公式戦,中日ドラゴンズ,ホーム,L,3,阪神タイガース,3,8,1,"0,0,0,0,0,0,3,0,0",18,バンテリンドーム,18:00,03:18,36148,GAME20250902CDHT0710
2025,2025-09-02,公式戦,横浜DeNAベイスターズ,ビジター,W,8,広島東洋カープ,8,13,0,"2,5,0,0,1,0,0,0,0",21,マツダスタジアム,18:00,03:19,24451,GAME20250902HCDB0712
2025,2025-09-02,公式戦,広島東洋カープ,ホーム,L,5,横浜DeNAベイスターズ,5,11,0,"0,2,0,0,0,0,0,3,0",21,マツダスタジアム,18:00,03:19,24451,GAME20250902HCDB0712
2025,2025-09-02,公式戦,北海道日本ハムファイターズ,ビジター,W,8,千葉ロッテマリーンズ,8,14,1,"0,0,5,0,0,3,0,0,0",17,ZOZOマリン,18:00,03:49,24966,GAME20250902LMNF0709
2025,2025-09-02,公式戦,千葉ロッテマリーンズ,ホーム,L,6,北海道日本ハムファイターズ,6,13,1,"0,0,0,0,0,0,2,4,0",17,ZOZOマリン,18:00,03:49,24966,GAME20250902LMNF0709
2025,2025-09-02,公式戦,埼玉西武ライオンズ,ビジター,W,2,東北楽天ゴールデンイーグルス,2,6,1,"0,0,0,0,1,1,0,0,0",18,楽天モバイル,18:00,02:46,24215,GAME20250902RESL0713
2025,2025-09-02,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,0,埼玉西武ライオンズ,0,2,1,"0,0,0,0,0,0,0,0,0",18,楽天モバイル,18:00,02:46,24215,GAME20250902RESL0713
2025,2025-09-02,公式戦,オリックス・バファローズ,ビジター,L,1,福岡ソフトバンクホークス,1,9,0,"1,0,0,0,0,0,0,0,0",15,みずほPayPay,18:00,03:04,38840,GAME20250902SHOB0708
2025,2025-09-02,公式戦,福岡ソフトバンクホークス,ホーム,W,2,オリックス・バファローズ,2,7,0,"0,0,0,0,0,0,1,1,x",15,みずほPayPay,18:00,03:04,38840,GAME20250902SHOB0708
2025,2025-09-02,公式戦,東京ヤクルトスワローズ,ビジター,L,1,読売ジャイアンツ,1,7,0,"0,0,1,0,0,0,0,0,0",20,京セラD大阪,18:00,03:20,30055,GAME20250902YGYS0711
2025,2025-09-02,公式戦,読売ジャイアンツ,ホーム,W,4,東京ヤクルトスワローズ,4,12,0,"0,0,0,1,1,0,0,2,x",20,京セラD大阪,18:00,03:20,30055,GAME20250902YGYS0711
2025,2025-09-03,公式戦,阪神タイガース,ビジター,L,2,中日ドラゴンズ,2,8,0,"0,0,1,0,0,1,0,0,0",19,バンテリンドーム,18:00,02:56,36283,GAME20250903CDHT0716
2025,2025-09-03,公式戦,中日ドラゴンズ,ホーム,W,5,阪神タイガース,5,10,0,"0,0,0,0,4,1,0,0,x",19,バンテリンドーム,18:00,02:56,36283,GAME20250903CDHT0716
2025,2025-09-03,公式戦,横浜DeNAベイスターズ,ビジター,L,1,広島東洋カープ,1,6,2,"0,0,0,0,1,0,0,0,0",22,マツダスタジアム,18:00,03:12,24539,GAME20250903HCDB0718
2025,2025-09-03,公式戦,広島東洋カープ,ホーム,W,2,横浜DeNAベイスターズ,2,3,0,"0,0,0,0,2,0,0,0,x",22,マツダスタジアム,18:00,03:12,24539,GAME20250903HCDB0718
2025,2025-09-03,公式戦,北海道日本ハムファイターズ,ビジター,L,1,千葉ロッテマリーンズ,1,4,1,"0,0,0,1,0,0,0,0,0",18,ZOZOマリン,18:00,02:33,24530,GAME20250903LMNF0715
2025,2025-09-03,公式戦,千葉ロッテマリーンズ,ホーム,W,2,北海道日本ハムファイターズ,2,10,0,"1,0,0,1,0,0,0,0,x",18,ZOZOマリン,18:00,02:33,24530,GAME20250903LMNF0715
2025,2025-09-03,公式戦,埼玉西武ライオンズ,ビジター,W,11,東北楽天ゴールデンイーグルス,11,14,1,"4,0,2,0,0,3,0,0,2",19,楽天モバイル,18:00,03:56,24379,GAME20250903RESL0719
2025,2025-09-03,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,6,埼玉西武ライオンズ,6,13,2,"2,0,0,0,0,0,4,0,0",19,楽天モバイル,18:00,03:56,24379,GAME20250903RESL0719
2025,2025-09-03,公式戦,オリックス・バファローズ,ビジター,L,1,福岡ソフトバンクホークス,1,7,1,"0,0,0,0,0,1,0,0,0",16,みずほPayPay,18:00,03:09,39292,GAME20250903SHOB0714
2025,2025-09-03,公式戦,福岡ソフトバンクホークス,ホーム,W,7,オリックス・バファローズ,7,9,0,"0,5,1,0,0,1,0,0,x",16,みずほPayPay,18:00,03:09,39292,GAME20250903SHOB0714
2025,2025-09-03,公式戦,東京ヤクルトスワローズ,ビジター,L,3,読売ジャイアンツ,3,5,0,"0,0,2,0,0,0,0,1,0",21,京セラD大阪,18:00,03:17,31232,GAME20250903YGYS0717
2025,2025-09-03,公式戦,読売ジャイアンツ,ホーム,W,5,東京ヤクルトスワローズ,5,12,1,"4,0,0,1,0,0,0,0,x",21,京セラD大阪,18:00,03:17,31232,GAME20250903YGYS0717
2025,2025-09-04,公式戦,阪神タイガース,ビジター,W,7,中日ドラゴンズ,7,10,0,"2,0,0,1,0,0,4,0,0",20,バンテリンドーム,18:00,03:52,36293,GAME20250904CDHT0722
2025,2025-09-04,公式戦,中日ドラゴンズ,ホーム,L,5,阪神タイガース,5,8,1,"0,0,0,0,0,0,4,1,0",20,バンテリンドーム,18:00,03:52,36293,GAME20250904CDHT0722
2025,2025-09-04,公式戦,横浜DeNAベイスターズ,ビジター,W,1,広島東洋カープ,1,3,0,"0,0,1,0,0,0x,,,",23,マツダスタジアム,18:01,01:54,24624,GAME20250904HCDB0724
2025,2025-09-04,公式戦,広島東洋カープ,ホーム,L,0,横浜DeNAベイスターズ,0,3,0,"0,0,0,0,0,,,,",23,マツダスタジアム,18:01,01:54,24624,GAME20250904HCDB0724
2025,2025-09-04,公式戦,北海道日本ハムファイターズ,ビジター,W,9,千葉ロッテマリーンズ,9,12,0,"0,2,4,0,0,0,1,1,1",19,ZOZOマリン,18:00,03:09,24697,GAME20250904LMNF0721
2025,2025-09-04,公式戦,千葉ロッテマリーンズ,ホーム,L,2,北海道日本ハムファイターズ,2,7,0,"0,0,0,0,0,0,0,2,0",19,ZOZOマリン,18:00,03:09,24697,GAME20250904LMNF0721
2025,2025-09-04,公式戦,オリックス・バファローズ,ビジター,L,0,福岡ソフトバンクホークス,0,5,1,"0,0,0,0,0,0,0,0,0",17,みずほPayPay,18:00,02:30,38815,GAME20250904SHOB0720
2025,2025-09-04,公式戦,福岡ソフトバンクホークス,ホーム,W,8,オリックス・バファローズ,8,12,0,"3,1,0,0,0,2,2,0,x",17,みずほPayPay,18:00,02:30,38815,GAME20250904SHOB0720
2025,2025-09-04,公式戦,東京ヤクルトスワローズ,ビジター,W,12,読売ジャイアンツ,12,17,1,"2,0,0,7,0,0,1,2,",22,岐　阜,18:00,02:59,15975,GAME20250904YGYS0723
2025,2025-09-04,公式戦,読売ジャイアンツ,ホーム,L,1,東京ヤクルトスワローズ,1,7,1,"1,0,0,0,0,0,0,0x,",22,岐　阜,18:00,02:59,15975,GAME20250904YGYS0723
2025,2025-09-05,公式戦,読売ジャイアンツ,ビジター,L,0,中日ドラゴンズ,0,6,0,"0,0,0,0,0,0,0,0,0",20,バンテリンドーム,18:00,02:33,36299,GAME20250905CDYG0728
2025,2025-09-05,公式戦,中日ドラゴンズ,ホーム,W,1,読売ジャイアンツ,1,2,0,"0,0,0,0,1,0,0,0,x",20,バンテリンドーム,18:00,02:33,36299,GAME20250905CDYG0728
2025,2025-09-05,公式戦,東京ヤクルトスワローズ,ビジター,L,6,横浜DeNAベイスターズ,6,14,1,"0,0,1,2,0,0,0,0,3",19,横　浜,18:00,03:36,32427,GAME20250905DBYS0727
2025,2025-09-05,公式戦,横浜DeNAベイスターズ,ホーム,W,7,東京ヤクルトスワローズ,7,10,1,"0,1,1,0,0,2,3,0,x",19,横　浜,18:00,03:36,32427,GAME20250905DBYS0727
2025,2025-09-05,公式戦,広島東洋カープ,ビジター,L,1,阪神タイガース,1,7,0,"1,0,0,0,0,0,0,0,0",21,甲子園,18:01,02:47,42644,GAME20250905HTHC0729
2025,2025-09-05,公式戦,阪神タイガース,ホーム,W,6,広島東洋カープ,6,9,1,"6,0,0,0,0,0,0,0,x",21,甲子園,18:01,02:47,42644,GAME20250905HTHC0729
2025,2025-09-05,公式戦,北海道日本ハムファイターズ,ビジター,L,0,オリックス・バファローズ,0,6,1,"0,0,0,0,0,0,0,0,0",22,京セラD大阪,19:30,03:30,27559,GAME20250905OBNF0725
2025,2025-09-05,公式戦,オリックス・バファローズ,ホーム,W,2,北海道日本ハムファイターズ,2,8,0,"0,0,0,0,2,0,0,0,x",22,京セラD大阪,19:30,03:30,27559,GAME20250905OBNF0725
2025,2025-09-05,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,0,福岡ソフトバンクホークス,0,9,1,"0,0,0,0,0,0,0,0,0",20,みずほPayPay,18:00,03:06,38967,GAME20250905SHRE0726
2025,2025-09-05,公式戦,福岡ソフトバンクホークス,ホーム,W,11,東北楽天ゴールデンイーグルス,11,18,0,"3,3,1,1,0,1,2,0,x",20,みずほPayPay,18:00,03:06,38967,GAME20250905SHRE0726
2025,2025-09-05,公式戦,千葉ロッテマリーンズ,ビジター,L,3,埼玉西武ライオンズ,3,9,1,"0,0,3,0,0,0,0,0,0",20,ベルーナドーム,18:00,03:14,23192,GAME20250905SLLM0730
2025,2025-09-05,公式戦,埼玉西武ライオンズ,ホーム,W,5,千葉ロッテマリーンズ,5,14,0,"0,0,0,3,0,2,0,0,x",20,ベルーナドーム,18:00,03:14,23192,GAME20250905SLLM0730
2025,2025-09-06,公式戦,読売ジャイアンツ,ビジター,W,5,中日ドラゴンズ,5,13,0,"0,0,1,2,0,0,0,0,2",21,バンテリンドーム,14:00,04:09,36311,GAME20250906CDYG0734
2025,2025-09-06,公式戦,中日ドラゴンズ,ホーム,L,4,読売ジャイアンツ,4,13,0,"3,1,0,0,0,0,0,0,0",21,バンテリンドーム,14:00,04:09,36311,GAME20250906CDYG0734
2025,2025-09-06,公式戦,東京ヤクルトスワローズ,ビジター,W,3,横浜DeNAベイスターズ,3,7,3,"0,0,0,0,0,3,0,0,0",20,横　浜,18:00,03:32,33626,GAME20250906DBYS0733
2025,2025-09-06,公式戦,横浜DeNAベイスターズ,ホーム,L,2,東京ヤクルトスワローズ,2,7,0,"0,0,0,0,0,2,0,0,0",20,横　浜,18:00,03:32,33626,GAME20250906DBYS0733
2025,2025-09-06,公式戦,広島東洋カープ,ビジター,L,1,阪神タイガース,1,12,2,"1,0,0,0,0,0,0,0,0",22,甲子園,18:01,03:45,42643,GAME20250906HTHC0735
2025,2025-09-06,公式戦,阪神タイガース,ホーム,W,4,広島東洋カープ,4,5,2,"0,0,0,1,0,2,1,0,x",22,甲子園,18:01,03:45,42643,GAME20250906HTHC0735
2025,2025-09-06,公式戦,北海道日本ハムファイターズ,ビジター,L,1,オリックス・バファローズ,1,10,0,"0,1,0,0,0,0,0,0,0",23,京セラD大阪,14:01,02:58,33035,GAME20250906OBNF0731
2025,2025-09-06,公式戦,オリックス・バファローズ,ホーム,W,3,北海道日本ハムファイターズ,3,8,0,"0,0,1,0,0,0,2,0,x",23,京セラD大阪,14:01,02:58,33035,GAME20250906OBNF0731
2025,2025-09-06,公式戦,東北楽天ゴールデンイーグルス,ビジター,L,1,福岡ソフトバンクホークス,1,4,0,"0,0,0,0,0,1,0,0,0",21,みずほPayPay,14:00,03:14,40142,GAME20250906SHRE0732
2025,2025-09-06,公式戦,福岡ソフトバンクホークス,ホーム,W,2,東北楽天ゴールデンイーグルス,2,5,0,"0,1,1,0,0,0,0,0,x",21,みずほPayPay,14:00,03:14,40142,GAME20250906SHRE0732
2025,2025-09-06,公式戦,千葉ロッテマリーンズ,ビジター,L,0,埼玉西武ライオンズ,0,2,0,"0,0,0,0,0,0,0,0,0",21,ベルーナドーム,17:00,02:32,27593,GAME20250906SLLM0736
2025,2025-09-06,公式戦,埼玉西武ライオンズ,ホーム,W,4,千葉ロッテマリーンズ,4,8,0,"1,0,0,0,1,0,2,0,x",21,ベルーナドーム,17:00,02:32,27593,GAME20250906SLLM0736
2025,2025-09-07,公式戦,読売ジャイアンツ,ビジター,W,6,中日ドラゴンズ,6,11,0,"1,0,0,0,3,0,2,0,0",22,バンテリンドーム,13:30,03:46,36303,GAME20250907CDYG0740
2025,2025-09-07,公式戦,中日ドラゴンズ,ホーム,L,3,読売ジャイアンツ,3,12,1,"0,0,0,1,1,0,0,1,0",22,バンテリンドーム,13:30,03:46,36303,GAME20250907CDYG0740
2025,2025-09-07,公式戦,東京ヤクルトスワローズ,ビジター,L,2,横浜DeNAベイスターズ,2,7,0,"0,1,0,0,0,0,1,0,0",21,横　浜,18:01,02:46,33138,GAME20250907DBYS0739
2025,2025-09-07,公式戦,横浜DeNAベイスターズ,ホーム,W,3,東京ヤクルトスワローズ,3,9,0,"0,0,0,1,0,1,0,1,x",21,横　浜,18:01,02:46,33138,GAME20250907DBYS0739
2025,2025-09-07,公式戦,広島東洋カープ,ビジター,L,0,阪神タイガース,0,5,0,"0,0,0,0,0,0,0,0,0",23,甲子園,18:01,03:09,42649,GAME20250907HTHC0741
2025,2025-09-07,公式戦,阪神タイガース,ホーム,W,2,広島東洋カープ,2,9,1,"0,1,0,0,0,1,0,0,x",23,甲子園,18:01,03:09,42649,GAME20250907HTHC0741
2025,2025-09-07,公式戦,北海道日本ハムファイターズ,ビジター,L,2,オリックス・バファローズ,2,4,0,"0,1,0,0,1,0,0,0,0",24,京セラD大阪,13:01,03:00,33774,GAME20250907OBNF0737
2025,2025-09-07,公式戦,オリックス・バファローズ,ホーム,W,3,北海道日本ハムファイターズ,3,11,0,"0,0,0,0,1,1,1,0,x",24,京セラD大阪,13:01,03:00,33774,GAME20250907OBNF0737
2025,2025-09-07,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,4,福岡ソフトバンクホークス,4,5,0,"0,0,1,2,1,0,0,0,0",22,みずほPayPay,13:00,03:18,40133,GAME20250907SHRE0738
2025,2025-09-07,公式戦,福岡ソフトバンクホークス,ホーム,L,2,東北楽天ゴールデンイーグルス,2,8,1,"0,1,0,0,0,0,0,1,0",22,みずほPayPay,13:00,03:18,40133,GAME20250907SHRE0738
2025,2025-09-07,公式戦,千葉ロッテマリーンズ,ビジター,W,4,埼玉西武ライオンズ,4,9,0,"1,0,2,1,0,0,0,0,0",22,ベルーナドーム,18:00,02:47,25763,GAME20250907SLLM0742
2025,2025-09-07,公式戦,埼玉西武ライオンズ,ホーム,L,2,千葉ロッテマリーンズ,2,9,0,"0,0,0,1,0,0,0,1,0",22,ベルーナドーム,18:00,02:47,25763,GAME20250907SLLM0742
2025,2025-09-08,公式戦,オリックス・バファローズ,ビジター,L,2,千葉ロッテマリーンズ,2,11,1,"1,0,0,0,0,0,0,0,1",21,ZOZOマリン,18:00,02:53,15333,GAME20250908LMOB0743
2025,2025-09-08,公式戦,千葉ロッテマリーンズ,ホーム,W,4,オリックス・バファローズ,4,7,0,"3,0,0,0,0,0,1,0,x",21,ZOZOマリン,18:00,02:53,15333,GAME20250908LMOB0743
2025,2025-09-09,公式戦,横浜DeNAベイスターズ,ビジター,W,3,阪神タイガース,3,4,1,"0,3,0,0,0,0,0,0,0",20,甲子園,18:02,02:48,42640,GAME20250909HTDB0749
2025,2025-09-09,公式戦,阪神タイガース,ホーム,L,0,横浜DeNAベイスターズ,0,5,0,"0,0,0,0,0,0,0,0,0",20,甲子園,18:02,02:48,42640,GAME20250909HTDB0749
